X,Y,Name: ,Address: ,Phone Number: ,,Website: ,Open for: ,Details:,Last Updated: 
-122.209119,47.244663,Puerto Vallarta of Lake Tapps,"1414 LAKE TAPPS PKWY SE D102 D102 AUBURN, WA 98092",2538518020,,,"takeout,curbside",,2020/04/23 17:46:48.891+00
-122.1837975,47.28827751,NEW TERIYAKI & WOK,"3312 AUBURN WAY SO F F AUBURN, WA 98092",2533323069,,,"takeout,curbside",,2020/04/23 17:47:37.824+00
-122.2141719,47.31522033,ABERDEEN CAFE LLC,"721 M ST NE 103 103 AUBURN, WA 98002",2536329034,,,takeout,,2020/04/23 17:48:32.139+00
-122.2117103,47.29274134,FRUGALS 4,"1817 HOWARD RD SE AUBURN, WA 98002",2533330990,,https://www.frugalburger.com/,"takeout,curbside",,2020/04/24 15:34:52.642+00
-122.2287723,47.32195982,15th Street Grill,"1525 A ST NE AUBURN, WA 98001",(206)383-8177,,,takeout,,2020/05/11 16:53:09.127+00
-122.2098582,47.24498886,LEGENDARY DOUGHNUTS,"1410 LAKE TAPPS PKWY SE H104 H104 AUBURN, WA 98092",2535695569,,,takeout,,2020/04/23 17:53:12.316+00
-122.2286506,47.30129299,Java Junction Ast,"620 A ST SE AUBURN, WA 98002",(253)891-3234,,,takeout,Hours: Mon - Friday 5am-7pm Sat 6am-7pm Sun 7am-7pm,2020/05/11 16:44:39.465+00
-122.2209765,47.325897,Beankini espresso,"2102 AUBURN WAY N AUBURN, WA 98002",2533346532,,,"takeout,curbside",Hours: M-f 430am-7pm,2020/04/23 17:55:09.038+00
-122.2339607,47.38089655,Project Feast - Ubuntu Street Cafe,"202 W Gowe St, Kent, WA 98032",253-236-5297,,http://projectfeast.org/index.html,takeout,We are offering $40 family meals that serves 4-6 people. Order by 9:00AM on Tuesdays an pick-up on Wednesdays between 12:00 - 2:00.,2020/04/23 18:28:47.326+00
-122.2162565,47.47763791,Chipotle Mexican Grill - Renton,"439 Rainier Ave S Suite B, Renton, WA, 98057",(425) 226-6646,,https://locations.chipotle.com/wa/renton/439-rainier-ave-s,"takeout,delivery","To go and delivery only, normal hours 7 days a week 10:45am-10pm",2020/04/23 19:29:27.522+00
-122.1471945,47.488122,Chuck's Donuts,"5335 NE 4th St, Renton, WA, 98059",(425) 228-6336,,https://www.facebook.com/chucksdonutrenton/,takeout,See website for details,2020/04/23 19:32:26.457+00
-122.2043789,47.48106089,Dubtown Brewing,"201 Main Ave S, Renton, WA, 98057",(425) 207-8707,,https://dubtownbrewingcompany.com/,takeout,"Growler Fills
3pm to 7pm Mon - Fri
12pm to 5pm Sat & Sun",2020/04/23 19:37:03.063+00
-122.2824922,47.4557192,Safeway - SeaTac,"4011 S 164th St SeaTac, WA 98188",(206) 244-2567,,https://www.safeway.com/,takeout,"6am - 10pm daily
60+ Senior Hours 6am-9am Tue/Thurs",2020/04/24 19:21:51.267+00
-122.2500699,47.84974421,Pochi Bubble Tea Cafe,"1211 164th St SW Ste 102, Lynnwood, WA 98087",,,http://pickup.pochibubbletea.com,"takeout,third_party_delivery_service",Regular Operating Hours. Not accepting in-store payments. Only Online Orders via pickup.pochibubbletea.com or GrubHub/UberEats.,2020/04/24 15:22:31.186+00
-122.2021297,47.61581575,Poke Mix,605 BELLEVUE WAY NE,(425) 454-2217,,https://www.mixpokebar.com/,takeout,"Mon-Sat      11:00am - 9:30 pm
Sunday        11:00am - 7:00 pm",2020/04/24 01:19:53.241+00
-121.7930355,47.489877,Los Cabos,580 SW Mount Si Blvd,(425) 888-5256,,http://www.loscabos-northbend.com,takeout,Offering Takeout. open 1PM - 8PM,2020/04/24 15:22:22.726+00
-121.7942334,47.48812071,McDonald's - North Bend,735 SW Mount Si Blvd,,,https://www.mcdonalds.com/us/en-us/location/wa/north-bend/735-mount-si-blvd/10356.html,curbside,Drive-thru open 5 am to Midnight.,2020/04/24 15:56:00.819+00
-121.7864854,47.49515783,Norh Bend Bakery,127 W North Bend Way,425-888-0632,,https://thenorthbendbakery.com/,takeout,Call for current hours,2020/04/24 15:12:51.027+00
-121.7915995,47.48865148,Papa Murphy's Take N Bake Pizza - North Bend,"456 South West, SW Mt Si Blvd Suite C4, North Bend, WA 98045",(425) 888-8300,,https://order.papamurphys.com/menu/papa-murphys-sw-mt-si,takeout,"Open for takeout. Mon-Thurs 11am -8pm, Fri-Sat 11am-8:30pm.
Social Distance practices will be monitored in store.",2020/04/28 21:34:57.789+00
-121.7871739,47.49573817,Pioneer Coffee,"202 W North Bend Way, North Bend, WA 98045",(425) 292-0957,,https://pioneercoffeeco.com/,takeout,"Current Hours 4/20/2020; Wed-Sun, 8am-1pm",2020/04/28 21:19:34.266+00
-121.783788,47.49363,Rio Bravo,247 E North Bend Way,425-888-1655,,https://www.riobravomex.com/,"takeout,delivery","Online Ordering available. M-F, 10am-8pm, Sat 9am-9pm, Sun 9am-5pm.",2020/04/24 16:25:54.830+00
-121.7584337,47.47101151,Riverbend Cafe,14303 436th Ave SE,425-888-6600,,https://places.singleplatform.com/the-riverbend-cafe/menu?ref=Microsoft,takeout,Call in orders only. Call 425-888-6600 to place order!,2020/04/24 15:55:41.290+00
-121.7836617,47.494085,Scott's Dairy Freeze,"234 E North Bend Way, North Bend, WA 98045",(425) 363-3169,,https://scottsdairyfreeze.smartonlineorder.com/,"takeout,delivery",Online ordering available. Full menu available. 7 days 11am-8pm,2020/04/28 21:29:00.085+00
-121.7804752,47.4924117,Subway - North Bend,470 E North Bend Way,425-888-5550,,https://order.subway.com,takeout,"Online ordering available. Open for takeout. M-Sun, 11am-8pm",2020/04/24 19:18:44.289+00
-121.7932699,47.48841441,Taco Time NW - North Bend,726 SW Mount Si Blvd,425-888-3966,,https://order.tacotimenw.com/menu/north-bend,"takeout,delivery","Call in and Online ordering available. Drive-thru 11am-9pm, pickup and delivery 10am-7:30pm. ",2020/04/24 19:18:36.581+00
-121.7881504,47.49224966,Teriyaki Town,434 Main Ave S,425-831-5239,,,takeout,Call for current hours of operation,2020/04/26 21:43:02.843+00
-121.7915595,47.489382,Trappers Sushi - North Bend,320 SW Mount Si Blvd,425-292-9362,,https://trapperssushi.com/northbend,"takeout,delivery",Online ordering available. Discount code for online orders: TRAPPERS20 Call for current hours of operation.,2020/04/26 22:51:08.773+00
-121.7941474,47.48914241,Wanted Expresso,742 SW Mount Si Blvd,425-888-1599,,,curbside,"Drive thru open M-F, 5am-5pm; Sat-Sun, 6am-6pm",2020/04/24 16:30:52.029+00
-121.7875162,47.49586449,Wildflower istro,228 W North Bend Way Suite B,425-292-0647,,http://wildflowerwineshop.com/,takeout,"Open Tues-Sat, Lunchbox program 11am-2pm; Dinner 4pm-7pm.
 Call about email pre-order options. Call about current donation 
programs effect",2020/04/24 16:43:50.535+00
-122.5040994,47.20706377,Al Carbon,"5013 S 56th St, Tacoma, WA 98409",(253) 267-0677,,https://www.facebook.com/Al-carbon-mexican-asadero-367335087440770/,"takeout,third_party_delivery_service","Comida mexicana estilo Jalisco - Jalisco style Mexican food

Hours: 11am to 9pm every day.",2020/04/24 21:05:19.486+00
-122.3311043,47.60015745,Elm Coffee Roasters - Pioneer Square,"240 2nd Ave. S, Ste 103, Seattle, WA 98104",206-445-7808,,https://elmcoffeeroasters.com,"takeout,curbside,delivery","Monday- Saturday 8am-2pm
Sunday 9am-2pm
To order beverages or beans ahead and pickup or for delivery within Seattle, visit elmcoffeeseattle.com",2020/04/24 23:19:42.831+00
-122.3396203,47.62063797,Elm Coffee Roasters - 9th & Dexter,"230 9th Ave. N, Seattle, WA 98109",,,https://elmcoffeeroasters.com,takeout,"7 days/week 9am-2pm
Order beverages or beans ahead of time to pickup at elmcoffeeseattle.com",2020/04/24 23:20:02.197+00
-122.333679,47.597139,Sluggers,"538 1st Ave S, Seattle, WA",(206) 654-8070,,https://www.facebook.com/sluggers.seattle/,takeout,Takeout available Monday-Saturday.,2020/04/26 05:41:18.787+00
-122.2969478,47.42213832,Saran African Market, 20019 international Blvd SeaTac WA 98198 ,(206 )878 8623 ,,,takeout,,2020/04/25 00:17:39.103+00
-122.3572358,47.63447384,A Bite of Taste,"1629 Queen Anne Ave N Suite #100 Seattle, WA 98109",206-420-2989,,https://abitoftaste.com/,"takeout,delivery","Current hours as of April 1st, 2020 ~ Open 7 days a week.

Monday - Friday 11am - 6pm, Saturday 10am - 6pm  &  Sunday 10am - 5pm",2020/04/25 01:03:10.311+00
-122.3179288,47.61682659,Community Lunch,"1710 11th Ave, Seattle, WA 98122",,,https://www.communitylunch.org/#,takeout,"Community Lunch provides hot, nutritious meals to  homeless and low-income people of Seattle. Meals are open to all, and no sign-in is required. ",2020/04/25 01:12:49.570+00
-122.3737215,47.6625718,The Egg & Us,"4609 14th Ave NW Ste 108, Seattle, WA 98107",206-402-3080,,https://www.egganduswa.com/location/the-egg-us-ballard/,"takeout,third_party_delivery_service",,2020/04/25 01:25:03.539+00
-122.3448588,47.61082446,Aerlume,"2003 Western Ave Suite C, Seattle, WA 98121",206.539.2200,,https://www.aerlumeseattle.com/,"curbside,delivery","Delivery is available Mon-Fri. Curbside pick-up is available on Saturdays at Aerlume, 2003 Western Ave in Seattle, just steps from Pike Place Market.",2020/04/25 01:30:06.475+00
-122.3870477,47.55170141,C & P Coffee Company,"5612 California Avenue SW  Seattle, WA 98136",206-280-2579,,https://candpcoffee.com/,takeout,"For whole bean orders call Pete: 206-280-2579 or email candpco@candpcoffee.com
Coffee is usually ready the next day for pick-up at the coffee shop.",2020/04/25 01:33:26.443+00
-122.3454978,47.46702084,Humble Vine Wine Shoppe,"824 SW 152nd ST, Burien, WA 98166",2069304752,,https://www.humblevinewine.com/,"takeout,curbside,delivery","A unique wine shop located in Olde Burien. Offering old world and new world wines, along with a diverse selection of beers. ",2020/04/25 13:48:22.152+00
-122.5289599,48.00949,Rocket Taco,"1594 E Main St, Freeland  WA  98249",360-331-0760,,,takeout,,2020/04/25 17:49:03.945+00
-122.6078722,48.42920142,The Shrimp Shack,6168 WA-20. Anacortes WA  98221,360 293-2531,,http://www.shrimpshack.us,takeout,,2020/04/26 21:14:32.991+00
-121.8764681,47.52868098,Thai Eatery,"8020 Douglas Ave SE, Snoqualmie, WA 98065",(425) 888-2025,,https://www.facebook.com/thaieaterysnoqualmie/,takeout,,2020/04/28 21:13:25.736+00
-122.2118685,47.980908,Prestige Espresso ,"2726 Rucker Ave, Everett Wa. 98201 ",(425)303-1313,,,"takeout,curbside","Covid19 hours... Mon- Fri 6am -2pm, Weekends closed 
Drive thru Espresso Stand
Assorted Breakfast Sandwiches 
Muffin, cookies, snacks 
",2020/04/27 22:28:47.671+00
-122.2975111,47.43226969,Aloft Hotel - Mini Market,"19030 28th Ave S, SeaTac, WA 98188",206-241-0260 ,,,takeout,"Open 24 hours
grab n go mini market ",2020/04/28 20:52:15.595+00
-122.2961355,47.44875484,Denny's,"17206 Pacific Hwy S SeaTac, WA 98188",(206) 246-6076,,,takeout,"Sunday - Thursday 8-6pm
Friday, Saturday  8-7pm",2020/04/27 18:33:00.048+00
-122.2961959,47.43579587,Denny's,"18623 Pacific Hwy S SeaTac, WA 98158",(206) 248-1558,,,takeout,"Sunday -Thursday 8-6pm
Friday, Saturday 8-7pm",2020/04/28 01:43:23.927+00
-122.3464181,47.61684583,Ti22,"2510 4th Ave, Seattle, WA 98121",(206)453-4090,,http://ti22belltown.com,"takeout,curbside,delivery,third_party_delivery_service",,2020/04/29 15:05:35.176+00
-122.2354546,47.75636421,Sri Uma Thai Cuisine,"7850 NE Bothell Way, Kenmore WA 98028",(425) 806-3929,,http://sriumathaikenmore.com/,"takeout,third_party_delivery_service","Mon.  4pm–9pm
Tue.–Thu.  11am–9pm
Fri.–Sat.  11am–10pm
Sun.  12pm–9pm",2020/04/28 20:59:14.329+00
-122.2334753,47.38024677,Dogwood Cafe and Lounge,"222 1st Ave S, Kent, WA 98032",(253) 277-4905,,https://kentdogwood.com,"takeout,curbside","Breakfast/Lunch Sat-Sun 9AM-2PM
Dinner Mon-Sat 5PM-8PM
",2020/04/29 03:35:29.477+00
-122.3427012,47.64963518,JOULE,"3506 Stone Way N, Seattle, WA 98103",206.632.5685,,https://JOULERESTAURANT.COM,"takeout,curbside",OPEN FROM WEDNESDAY TO SUNDAY 5-7PM,2020/04/29 15:05:11.482+00
-122.249953,47.73848725,The Guest House ,"6810 NE 153rd Pl, Kenmore, WA 98028",(425) 402-4990,,https://www.theguesthouserestaurant.com/takeout/,takeout,"Wednesday - Sunday, 4 PM - 7 PM ",2020/04/28 21:04:13.361+00
-122.2818951,47.45644466,Jasper's Coffee,"4020 S. 164th St. SeaTac, WA 98188",206-431-7773,,http://jasperscoffee.com,takeout,"Drive-Thru Espresso & Beverages. Including Smoothies, Frappes, Red Bull Sodas, Shakes, Breakfast & Bakery Items.
M-F: 5AM - 5PM
Sat / Sun: 7AM - 5PM",2020/04/28 01:47:05.704+00
-122.2914169,47.45929851,Subway - SeaTac Pac Hwy,"16006 Pacific Hwy S SeaTac, WA 98188",(206) 439-2979,,,takeout,8am - midnight Daily,2020/04/29 00:25:23.548+00
-122.3409876,47.60892493,Woodring Northwest,"1529 Pike Place, Seattle, WA 98101",(360) 794-9778 ,,https://www.woodringnorthwest.com,curbside,"Open Friday - Sunday from 11 a.m. - 4 p.m.
Place curbside pre-orders at website At the checkout, select ""Pickup at the Pike Place Market""",2020/04/27 21:51:22.156+00
-122.096907,47.911617,Cathouse pizza ,"1120 1st St, Snohomish, WA 98290",(360)863-3626,,https://Www.cathousepizza.com,"takeout,curbside,delivery","Closed- Monday
Tue, wed, Thursday, Sunday open 12-7
Friday and Saturday open. 12-8
Offer NY style pizza, pasta, grinders & salads.

Delivery,  takeout",2020/04/29 17:56:51.927+00
-122.1411161,47.64643209,Acacia Teriyaki,"4026 148th Ave. NE, Redmond, WA 98052",(425) 885-0574,,,"takeout,third_party_delivery_service","Back to Normal Hours starting Monday, May 11, 2020
10am-7pm, Mon.-Fri.",2020/05/11 07:02:53.039+00
-122.3259542,47.63809327,Serafina,"2043 Eastlake Ave E, Seattle, WA 98102",(206)323-0807,,https://www.serafinaseattle.com,"takeout,curbside,delivery",Open 7 days a weeks for takeout and delivery from 11:30am-8:00pm.,2020/04/29 17:56:17.841+00
-122.3264284,47.63820668,Cicchetti,"121 E Boston St, Seattle, WA 98102",(206)323-0807,,https://www.cicchettiseattle.com,"takeout,curbside,delivery",Open 7 days a week for takeout and delivery from 11:30am-8:00pm.,2020/04/29 15:19:16.955+00
-122.3400057,47.62102607,Cafe An’Clair,"826 Thomas st, Seattle, WA 98109",(206)209-2222,,,takeout,"Monday: 8 am - 2 pm
Tuesday: 8 am - 2 pm
Wednesday: 8 am - 2 pm
Thursday: 8 am - 2 pm
Friday: 8 am - 2 pm",2020/05/11 16:51:00.744+00
-122.0473522,47.54435875,Dickey's Barbecue Pit - Issaquah,"710 NW Gilman Blvd Ste D105, Issaquah, WA 98027",(425) 392-2336,,https://www.dickeys.com/,"takeout,curbside,delivery,third_party_delivery_service","Slow Smoked Texas Barbecue (smoked daily onsite).  Delicious homestyle sides.
Our hours at this time are 12:00pm/8:00pm  Mon-Sun",2020/04/28 21:02:39.648+00
-122.2043284,47.76016971,The Bine Beer & Food,"10127 Main Street, Bothell, WA 98011",(425) 908-7464,,https://www.thebinebothell.com/,"takeout,curbside","Call us or through the Soop text messaging service. Text the word 'Hi' to 99814 to start. 50% off bottled wine. 20% off merch. Open 12 - 8pm daily.

",2020/04/28 20:44:13.417+00
-122.3032708,47.84725261,Teriyaki Grill,"16725 52nd Ave W, Lynnwood, WA 98037",(425) 742-9856,,,takeout,"Teriyaki, soba noodles, tempura & other hearty Japanese grub in a simple setting or for delivery. Best bubble tea! 4.4 out of 5 & 75 Google Reviews. ",2020/04/28 21:04:24.318+00
-122.292558,47.45943,Chontong Thai Cuisine,"16005 International Blvd, WA 98188",206-588-0077,,https://www.chontongthaicuisineseatac.com/,"takeout,curbside,delivery,third_party_delivery_service","During the COVID19 Pandemic, we're open on:
Mon-Fri at 11am-8pm
Sat at 3pm-8pm
Sun, we're closed.
",2020/04/29 00:21:40.366+00
-122.1731915,48.08197928,La Terraza,"9501 State Avenue Marysville, WA 98270",3606536717,,,takeout,"Monday: 11:00 AM - 4:00 PM
Tuesday-Thursday: 11:00 AM - 8:00 PM
Friday-Saturday: 11:00 AM - 9:00 PM
Sunday: 10:30 AM - 8:00 PM",2020/04/28 21:28:05.613+00
-122.326173,47.639592,Eastlake Coffee + Cafe,"2245 Eastlake Ave E, Seattle, WA 98102",206-324-2778,,http://www.eastlake-coffee.com,"takeout,curbside",Open for all Coffee needs:  M-F 6a-5pm & Sat/Sun 7a-5p,2020/04/29 15:07:57.712+00
-122.294008,47.10494527,Applebee's Grill & Bar - Graham,"16518 Meridian East, Puyallup, WA 98375",(253)770-7300,,https://applebees.com,"takeout,curbside,delivery,third_party_delivery_service","Sunday - Thursday
11:30am - 9:00pm
Friday & Saturday
11:30am - 10:00pm",2020/04/29 17:57:18.339+00
-122.345694,47.613618,Bedlam Coffee,"2231 2nd Ave, Seattle, WA 98121",(206)321-7514,,http://bedlamcoffee.com,takeout,BEDLAM IS CURRENTLY OPEN 7AM-4PM DAILY FOR TO-GOPEN!,2020/04/29 17:55:55.855+00
-122.3304975,47.603952,Einstein Bros Bagels - Seattle (4th Ave) ,"600 4th Ave, Seattle, WA 98104",206-264-4817,,https://www.einsteinbros.com/,"takeout,curbside,delivery,third_party_delivery_service","Open Monday-Friday
6am - 10 am",2020/04/30 14:51:47.749+00
-122.1411818,47.73201241,Tinte Cellars,"14455 Woodinville-Redmond Rd. Woodinville, WA 98072",425.659.WINE (9463),,https://tintecellars.com/,"curbside,delivery",Open 7-days/week 12-4pm,2020/04/28 22:52:45.309+00
-122.2964145,47.662308,KOSHER Einstein Bros Bagels KOSHER,"2746 NE 45th St, Seattle, WA, 98105, USA",206-522-1998,,,"takeout,curbside,delivery,third_party_delivery_service","Every Day: 6am-12pm
",2020/04/28 22:53:59.298+00
-122.3388315,47.618019,Einstein Bros Bagels - Seattle (Westlake Ave) ,"2201 Westlake Ave #101, Seattle, WA 98121",206-496-1236,,https://www.einsteinbros.com/,"takeout,curbside,delivery,third_party_delivery_service","Sun: 7am-12pm
Mon-Fri: 6am-12pm
Sat: 7am-12pm",2020/04/30 14:51:50.434+00
-122.1419641,47.73152531,Tinte Cellars - Hollywood Tasting Room,"14455 Woodinville Redmond Rd NE, Woodinville, WA, 98072, USA",425-659-WINE (9463),,https://www.tintecellars.com,"curbside,delivery","Great wine for the greater good! 
Curbside Service 12-4pm daily and Home Delivery - 20 mile radius. 
Order online or call us at  425.659.WINE (9463)
",2020/04/29 15:01:54.095+00
-122.2123834,47.70760862,Cafe Juanita,"9702 NE 120th Place, Kirkland WA 98034",(425)823-1505,,https://www.cafejuanita.com,"takeout,curbside","Award winning fine dining Italian restaurant.  Currently serving drive through crubside pickup.  House made pastas, fresh baked breads, wines.",2020/04/29 15:18:35.615+00
-122.2044935,47.61571161,ROYCE’ Chocolate - Bellevue,"219 Bellevue Square, Bellevue WA 98004",(425) 223-5746,,https://order.royceconfectusa.com/,"takeout,curbside,third_party_delivery_service","Precisely crafted using only the highest quality ingredients, ROYCE' has been making exquisite, world class confections in Hokkaido. ",2020/05/01 17:44:18.857+00
-122.1757745,47.703303,Teriyaki Plus - Kirkland,"11512 124th Ave NE, Kirkland, WA 98033",425-827-5679,,https://7615300.wixsite.com/teriyakiplus,"takeout,third_party_delivery_service","Monday-Friday: 10:30 AM-2:45 PM; 4 PM-8PM
Saturday: 11 AM-2:45 PM; 4 PM-7:30 PM
Sunday: Closed
",2020/05/04 21:30:14.577+00
-122.3367795,47.66135247,Harvest Beat," 1711 N 45th St, Seattle, WA",206-547-1348,,http://www.harvestbeat.com/,takeout,"Open Thursday through Sunday.
Orders taken up to 3:00pm same day as pickup. Pickup 5:30pm - 6:00pm. 
",2020/04/29 02:08:36.682+00
-122.3466713,47.46673866,Medzo Gelato Bar,"917 SW 152nd St. Burien, WA 98166",206-935-4333,,http://medzogelatobar.com,"takeout,curbside","Takeout Sun to Thurs 4-8, Fri & Sat 4-9

Phone and email orders will be confirmed for curbside pickup during operating hours. medzogelatobar@gmail.com",2020/04/29 15:00:28.792+00
-122.2120771,47.29239786,Super Teriyaki,1811 Howard Road Suite #103 Auburn Washington 98002,(253)876-0707,,,takeout,"Monday-Saturday
11am-830pm",2020/04/29 17:57:40.101+00
-122.2264575,47.61922355,LG's Kitchen,"8433 NE 10th St. Medina, WA 98039",(425)786-4236,,https://www.lgskitchen.com/,"takeout,curbside,delivery,third_party_delivery_service",Everyday 7am - 3pm,2020/04/29 17:57:29.413+00
-122.3368245,47.46741222,La Costa Mexican Restaurant,"206 SW 152nd Street Burien, WA 98166",(206)243-1797,,https://www.lacostaburien.com,"takeout,curbside","Sunday to Thursday 11am to 8pm
Friday & Saturday 11am to 9:30pm",2020/04/29 17:55:38.322+00
-122.3433229,47.4667262,Royal Everest Nepalese and Indian Restaurent,635 SW 152nd St Burien WA 98166,(206)268-0822,,http://www.royaleverestburienwa.com,"takeout,curbside,delivery,third_party_delivery_service","Wednesday to Monday from 11.00 am to 9.30 pm 
Closed on Tuesdays",2020/04/29 17:16:55.829+00
-122.400621,47.155419,2121 Pub & Grill,2121 112th ST E Tacoma WA 98445,253-536-2100,,https://2121pub.com,"takeout,curbside","Hours are 11:00 AM to 7 PM Daily
",2020/04/29 17:23:49.293+00
-122.5109831,47.16510642,Pizza Studio,"5605 Lakewood Towne Center Blvd SW Lakewood, Washington 98499",253-582-0682,,http://www.pizzastudio.com/,"takeout,curbside,third_party_delivery_service",Open 10:30 AM to 10:00 PM Daily,2020/04/29 17:22:55.932+00
-122.2349273,47.38481903,Cold Stone Creamery - Kent,504 Ramsey way C109 Kent WA 98031,(253)854-0122,,https://www.coldstonecreamery.com/,"takeout,delivery,third_party_delivery_service",We are open 12:30pm-9pm everyday. ,2020/04/29 17:53:55.748+00
-122.0384287,47.54818329,Cold Stone Creamery - Issaquah,6100 east lake Sammamish PKWY  #6 Issaquah Wa 98029,425-427-2723,,https://www.coldstonecreamery.com/,"takeout,third_party_delivery_service",,2020/04/29 17:53:47.280+00
-122.1138925,47.3591084,Cold Stone Creamery - Covington,"17017 SE 270th Pl Unit 114 Covington, WA  98042 ",(253)638-0880,,https://www.coldstonecreamery.com/,"takeout,delivery,third_party_delivery_service",We are open every day 12:30pm - 9:30pm ,2020/04/29 17:53:42.279+00
-122.4332881,47.16636589,Black Star Pub and Grill,"158 100th St S, Tacoma, WA 98444",(253) 535-6688,,http://www.blackstar.pub/,takeout,11am to 8pm,2020/04/29 17:42:15.302+00
-122.1544845,47.756934,Cold Stone Creamery - Woodinville,17848 Garden Way NE #106 Woodinville 98012,(425) 398-9821,,https://orders.ordercoldstone.com/menu/woodinville,"takeout,delivery,third_party_delivery_service",,2020/04/29 17:51:28.594+00
-122.2202638,47.85757412,Cold Stone Creamery - Mill Creek,15415 Main St D105 Mill Creek WA 98012,(425) 337-3200,,https://orders.ordercoldstone.com/menu/mill-creek-town-center,"takeout,delivery,third_party_delivery_service",,2020/04/29 18:04:19.585+00
-122.3112457,47.31868755,Kim's Kitchen,"1727 S 316th St #201, Federal Way WA 98003",206 249 8008,,http://kimskitchenseattle.com,"takeout,curbside,delivery,third_party_delivery_service",,2020/04/29 18:03:45.633+00
-122.2854131,47.55722388,Super Six ,"3714 S Hudson St Seattle, WA 98118",(206)420-1201,,https://bit.ly/AlohaOrderedOnline,"takeout,delivery,third_party_delivery_service","Open seven days a week starting 4/29/20 - 3-7pm

Taco Packs, Luau and Cocktail Kits and Desserts too! ",2020/04/29 21:05:29.193+00
-122.2075221,47.67632449,Hanuman Thai Cafe - Kirkland,"115 Central Way Kirkland, WA 98033",(425) 822-2629,,http://www.hanumanthai-cafe.com/,"takeout,third_party_delivery_service","Takeout orders available on our website or through delivery services.
Hours:
MON-THU:11am-9pm
FRI-SAT:11am-9:30pm
SUN:12pm-9pm",2020/05/01 17:31:56.778+00
-122.1636604,47.54378625,AJI Sushi & Grill,"13176 Newcastle Commons Dr, Newcastle, WA 98059",425-572-6504,,https://ajisushigrill.com/,takeout,Special Hours: Monday through Sunday (4 p.m. to 8 p.m.),2020/04/30 19:18:04.039+00
-122.4823185,47.164824,Black Bear Diner - Lakewood,"10115 S Tacoma Way, Lakewood, WA 98499",253-267-0238,,https://blackbeardiner.com/location/lakewood/,"takeout,third_party_delivery_service",We are open Monday thru Wednesday 8AM to 2PM. Friday Thru Sunday 8AM to 8PM,2020/04/30 19:15:20.114+00
-122.1640875,47.542725,Blazing Onion,"13195 Newcastle Commons Dr,  Newcastle, WA 98059",425-572-0304,,http://www.blazingonion.com/,"takeout,delivery,third_party_delivery_service",A truly Northwest burger company. Open daily from 11:30 a.m. to 7:30 p.m.,2020/04/29 21:08:27.881+00
-122.1667546,47.53825035,DIY Tea Lab - Newcastle,"6973 Coal Creek Pkwy SE, Newcastle, WA 98056",(425) 679-6645,,https://www.facebook.com/DIYTeaLab/,"takeout,delivery,third_party_delivery_service","Bubble Tea, Fruit Tea, Smoothies. Can order ahead online at ordertogo.com/diytealab",2020/04/30 21:03:04.828+00
-122.3837229,47.6668778,Moshi Moshi Sushi & Izakaya,"5324 Ballard Ave NW, Seattle, WA 98107",206-971-7424,,https://www.moshimoshiseattle.com,"takeout,curbside,third_party_delivery_service",Open 12pm - 8pm everyday. Please call ahead to order. Be sure to check our website for our latest menu.,2020/05/05 19:39:35.972+00
-122.1426482,47.73308977,Vivi Pizzeria ,"14505 148th Ave NE, Woodinville, WA 98072",(425) 408-0711,,http://vivipizzeria.com,"takeout,curbside,third_party_delivery_service","Sunday - Thursday 11 a.m. - 9 p.m.
Friday, Saturday 11 a.m. - 9:30 p.m. ",2020/04/29 21:00:26.087+00
-122.764478,47.05921638,Cold Stone Creamery - Lacey,"1350 Marvin Rd NE Ste A, Lacey, WA 98516",(360) 456-3640,,https://orders.ordercoldstone.com/menu/lacey,"takeout,delivery,third_party_delivery_service","Open 11am-9pm Sun-Thu
Open 11am-10pm Fri-Sat
No touch ordering/pickup",2020/04/29 21:02:45.791+00
-122.3014027,47.31641546,Cold Stone Creamery - Federal Way,"2430 S 319th Place,  Federal Way WA 98003",253 839-9400,,https://coldstonecreamery.com,"takeout,delivery,third_party_delivery_service",Serving premium ice cream and ice cream cakes.  Order on-line only until May 1st.  Then open for credit or gift cards.,2020/04/29 21:00:50.545+00
-122.29299,47.13499,Cold Stone Creamery - Puyallup,"13333 Meridian E Suite G,  Puyallup, WA 98373",253 845-2000,,https://coldstonecreamery.com,"takeout,delivery",,2020/04/29 21:01:15.117+00
-122.3151684,47.31785649,Sub Zero Nitrogen Ice Cream,"31653 Pacific Hwy S ste a, Federal Way, WA 98003",253-941-3248,,http://SubZeroIceCream.com,"takeout,curbside,third_party_delivery_service","Open 2 to 10 p.m. Monday through Saturday.
Closed Sunday
Order online, by phone or at the counter for takeout.
Order via DoorDash for delivery",2020/04/29 21:06:21.944+00
-122.5773463,47.30016392,Fondi pizzeria,"4621 Point Fosdick Dr. Suite 200, Gig Harbor, WA 98335",2538516666,,https://www.fondi.com,"takeout,third_party_delivery_service","Named for a small town halfway between Rome and Naples.Authentic, Artisan,Woodfired pizza, perfectly crunchy perfectly chewy.",2020/04/30 00:14:44.352+00
-122.5776489,47.30090601,Blue Agave Mexican Grill,"4729 Point Fosdick Dr NW., Gig Harbor, WA, 98332",2538575001,,http://Blueagavemexicangrilltequilabar.com,"takeout,curbside",11AM-8PM DAILY,2020/04/30 00:14:36.321+00
